api_name,wip,latency,throughput
ballerina/http/Client#get#http://postman-echo.com,0.106022,274.041,0.386885
ballerina/http/Client#get#http://postman-echo.com,3.2992,437.228,7.545710000000001
ballerina/http/Client#get#http://postman-echo.com,262.27,614.977,426.472
ballerina/http/Client#get#http://postman-echo.com,373.93,965.902,387.13
ballerina/http/Client#get#http://postman-echo.com,416.84,1056.23,394.647
ballerina/http/Client#get#http://postman-echo.com,287.10200000000003,1012.31,283.611
ballerina/http/Client#get#http://postman-echo.com,324.624,770.9730000000001,421.057
ballerina/http/Client#get#http://postman-echo.com,341.057,728.579,468.11300000000006
ballerina/http/Client#get#http://postman-echo.com,355.024,722.9019999999999,491.109
ballerina/http/Client#get#http://postman-echo.com,307.241,662.622,463.674
ballerina/http/Client#get#http://postman-echo.com,257.43,457.448,562.752
ballerina/http/Client#get#http://postman-echo.com,259.313,448.032,578.783
ballerina/http/Client#get#http://postman-echo.com,281.344,377.721,744.845
ballerina/http/Client#get#http://postman-echo.com,285.369,392.77,726.555
ballerina/http/Client#get#http://postman-echo.com,668.5939999999999,862.923,774.802
ballerina/http/Client#get#http://postman-echo.com,306.642,407.75,752.034
ballerina/http/Client#get#http://postman-echo.com,242.672,319.396,759.785
ballerina/http/Client#get#http://postman-echo.com,173.363,273.069,634.87
ballerina/http/Client#get#http://postman-echo.com,58.1572,219.829,264.557
ballerina/http/Client#get#http://postman-echo.com,8.57732,206.331,41.5707
ballerina/http/Client#get#http://postman-echo.com,0.043747,632.406,0.0691753999999999
ballerina/http/Client#get#http://postman-echo.com,0.0763351,911.136,0.0837802
ballerina/http/Client#get#http://postman-echo.com,0.0423579,615.969,0.0687663
ballerina/http/Client#get#http://postman-echo.com,0.0411201,600.312,0.0684978
ballerina/http/Client#get#http://postman-echo.com,0.0207677,215.216,0.0964971999999999
ballerina/http/Client#get#http://postman-echo.com,31.0537,1168.77,26.5696
ballerina/http/Client#get#http://postman-echo.com,654.27,1895.81,345.11300000000006
ballerina/http/Client#get#http://postman-echo.com,394.323,1388.2,284.053
ballerina/http/Client#get#http://postman-echo.com,1278.57,5217.61,245.049
ballerina/http/Client#get#http://postman-echo.com,2332.19,10470.4,222.742
ballerina/http/Client#get#http://postman-echo.com,339.276,1076.16,315.265
ballerina/http/Client#get#http://postman-echo.com,532.439,1544.1,344.821
ballerina/http/Client#get#http://postman-echo.com,3054.18,7291.55,418.865
ballerina/http/Client#get#http://postman-echo.com,734.4889999999999,1312.45,559.632
ballerina/http/Client#get#http://postman-echo.com,945.257,2662.59,355.015
ballerina/http/Client#get#http://postman-echo.com,22.3903,1054.96,21.2238
ballerina/http/Client#get#http://postman-echo.com,267.606,675.4639999999999,396.181
ballerina/http/Client#get#http://postman-echo.com,593.595,763.628,777.335
ballerina/http/Client#get#http://postman-echo.com,557.408,682.502,816.712
ballerina/http/Client#get#http://postman-echo.com,138.167,370.227,373.197
ballerina/http/Client#get#http://postman-echo.com,180.79,748.49,241.54
ballerina/http/Client#get#http://postman-echo.com,607.491,731.382,830.6060000000001
ballerina/http/Client#get#http://postman-echo.com,506.914,466.628,1086.33
ballerina/http/Client#get#http://postman-echo.com,154.13,1017.32,151.506
ballerina/http/Client#get#http://postman-echo.com,485.917,515.26,943.052
ballerina/http/Client#get#http://postman-echo.com,411.191,804.803,510.922
ballerina/http/Client#get#http://postman-echo.com,395.518,725.14,545.436
ballerina/http/Client#get#http://postman-echo.com,460.166,886.7280000000001,518.948
ballerina/http/Client#get#http://postman-echo.com,42.5135,6007.45,7.0768
ballerina/http/Client#get#http://postman-echo.com,0.0187486,206.103,0.0909669999999999
ballerina/http/Client#get#http://postman-echo.com,356.975,370.454,963.617
ballerina/http/Client#get#http://postman-echo.com,402.937,361.235,1115.44
ballerina/http/Client#get#http://postman-echo.com,417.865,308.594,1354.09
ballerina/http/Client#get#http://postman-echo.com,0.0547601,563.482,0.0971817
ballerina/http/Client#get#http://postman-echo.com,0.0564003,581.036,0.0970684999999999
ballerina/http/Client#get#http://postman-echo.com,0.0461364,477.1880000000001,0.0966837
ballerina/http/Client#get#http://postman-echo.com,0.0571073,588.433,0.0970497
ballerina/http/Client#get#http://postman-echo.com,0.0100572,703.541,0.0142951
ballerina/http/Client#get#http://postman-echo.com,0.00853764,597.379,0.0142918
ballerina/http/Client#get#http://postman-echo.com,0.0591434,611.4830000000001,0.0967211
ballerina/http/Client#get#http://postman-echo.com,0.0593040999999999,609.883,0.0972383999999999
ballerina/http/Client#get#http://postman-echo.com,191.209,335.976,569.114
ballerina/http/Client#get#http://postman-echo.com,84.1628,288.715,291.508
ballerina/http/Client#get#http://postman-echo.com,203.093,346.801,585.619
ballerina/http/Client#get#http://postman-echo.com,411.407,340.314,1208.91
ballerina/http/Client#get#http://postman-echo.com,416.6880000000001,331.51300000000003,1256.93
ballerina/http/Client#get#http://postman-echo.com,413.797,310.11400000000003,1334.34
ballerina/http/Client#get#http://postman-echo.com,423.38,344.244,1229.88
ballerina/http/Client#get#http://postman-echo.com,412.338,423.496,973.654
ballerina/http/Client#get#http://postman-echo.com,408.771,340.30300000000005,1201.2
ballerina/http/Client#get#http://postman-echo.com,402.218,338.07800000000003,1189.72
ballerina/http/Client#get#http://postman-echo.com,90.6893,308.558,293.913
ballerina/http/Client#get#http://postman-echo.com,2.51114,223.62,11.2295
ballerina/http/Client#get#http://postman-echo.com,0.0566394999999999,583.33,0.0970968
ballerina/http/Client#get#http://postman-echo.com,142.417,297.4,478.8730000000001
ballerina/http/Client#get#http://postman-echo.com,132.977,292.623,454.431
ballerina/http/Client#get#http://postman-echo.com,126.119,305.093,413.379
ballerina/http/Client#get#http://postman-echo.com,430.231,269.575,1595.96
ballerina/http/Client#get#http://postman-echo.com,432.68,256.297,1688.2
ballerina/http/Client#get#http://postman-echo.com,433.268,251.211,1724.72
ballerina/http/Client#get#http://postman-echo.com,438.782,311.97,1406.49
ballerina/http/Client#get#http://postman-echo.com,429.55,369.474,1162.6
ballerina/http/Client#get#http://postman-echo.com,339.595,551.879,615.342
ballerina/http/Client#get#http://postman-echo.com,418.358,598.394,699.1339999999999
ballerina/http/Client#get#http://postman-echo.com,2.0361,398.912,5.10414
ballerina/http/Client#get#http://postman-echo.com,0.0404818,575.1659999999999,0.0703829
ballerina/http/Client#get#http://postman-echo.com,108.988,528.439,206.245
ballerina/http/Client#get#http://postman-echo.com,398.5580000000001,870.188,458.013
ballerina/http/Client#get#http://postman-echo.com,195.682,1252.65,156.215
ballerina/http/Client#get#http://postman-echo.com,119.081,1736.89,68.5601
ballerina/http/Client#get#http://postman-echo.com,44.0315,907.614,48.5135
ballerina/http/Client#get#http://postman-echo.com,0.048551,502.552,0.096609
ballerina/http/Client#get#http://postman-echo.com,0.0744008999999999,390.047,0.190749
ballerina/http/Client#get#http://postman-echo.com,0.0374535,618.77,0.060529
ballerina/http/Client#get#http://postman-echo.com,0.0459718,475.624,0.0966557
ballerina/http/Client#get#http://postman-echo.com,111.661,550.028,203.01
ballerina/http/Client#get#http://postman-echo.com,412.968,911.406,453.111
ballerina/http/Client#get#http://postman-echo.com,172.717,652.242,264.805
ballerina/http/Client#get#http://postman-echo.com,0.0406216,581.0930000000001,0.0699056
ballerina/http/Client#get#http://postman-echo.com,0.590959,238.853,2.47415
ballerina/http/Client#get#http://postman-echo.com,0.222882,208.395,1.06952
ballerina/http/Client#get#http://postman-echo.com,0.0565515999999999,583.952,0.0968429
ballerina/http/Client#get#http://postman-echo.com,119.258,543.612,219.38
ballerina/http/Client#get#http://postman-echo.com,389.921,932.796,418.013
ballerina/http/Client#get#http://postman-echo.com,246.105,821.957,299.413
ballerina/http/Client#get#http://postman-echo.com,0.0613731999999999,711.683,0.0862366
ballerina/http/Client#get#http://postman-echo.com,0.0544744,561.304,0.0970497
ballerina/http/Client#get#http://postman-echo.com,0.0457746999999999,473.356,0.0967024
ballerina/http/Client#get#http://postman-echo.com,0.0545428,564.354,0.0966464
ballerina/http/Client#get#http://postman-echo.com,0.0548938999999999,568.0419999999999,0.096637
ballerina/http/Client#get#http://postman-echo.com,0.0702018999999999,725.326,0.0967866999999999
ballerina/http/Client#get#http://postman-echo.com,0.0567636999999999,586.823,0.0967305
ballerina/http/Client#get#http://www.mocky.io,0.397841,558.1709999999999,0.712758
ballerina/http/Client#get#http://www.mocky.io,0.481135,601.419,0.8
ballerina/http/Client#get#http://www.mocky.io,0.437288,594.274,0.735835
ballerina/http/Client#get#http://postman-echo.com,0.0567636999999999,586.823,0.0967305
ballerina/http/Client#get#http://postman-echo.com,0.0831029,456.152,0.1821829999999999
ballerina/http/Client#get#http://postman-echo.com,0.1043099999999999,274.726,0.379687
ballerina/http/Client#get#http://postman-echo.com,0.0783707,208.29,0.376258
ballerina/http/Client#get#http://postman-echo.com,0.0882033,471.579,0.187038
ballerina/http/Client#get#http://postman-echo.com,0.121077,214.771,0.563751
ballerina/http/Client#get#http://postman-echo.com,0.077022,213.12,0.361402
ballerina/http/Client#get#http://postman-echo.com,0.0813445,433.2,0.187776
ballerina/http/Client#get#http://postman-echo.com,0.226343,263.488,0.859025
ballerina/http/Client#get#http://postman-echo.com,0.168185,255.08900000000003,0.65932
ballerina/http/Client#get#http://postman-echo.com,0.292082,447.177,0.6531680000000001
ballerina/http/Client#get#http://postman-echo.com,0.100316,523.697,0.191553
ballerina/http/Client#get#http://postman-echo.com,0.0984737,515.559,0.191004
ballerina/http/Client#get#http://postman-echo.com,0.229173,303.997,0.753864
ballerina/http/Client#get#http://postman-echo.com,0.963174,876.1669999999999,1.0993
ballerina/http/Client#get#http://postman-echo.com,0.0890522,243.981,0.3649969999999999
ballerina/http/Client#get#http://postman-echo.com,0.193575,605.211,0.319846
ballerina/http/Client#get#http://postman-echo.com,0.145135,385.732,0.376258
ballerina/http/Client#get#http://postman-echo.com,0.0240719,256.197,0.0939585
ballerina/http/Client#get#http://postman-echo.com,0.152599,422.242,0.361402
ballerina/http/Client#get#http://postman-echo.com,0.282723,428.81,0.65932
ballerina/http/Client#get#http://postman-echo.com,1.60984,17375.0,0.0926526
ballerina/http/Client#get#http://postman-echo.com,0.256496,399.98800000000006,0.641261
ballerina/http/Client#get#http://postman-echo.com,0.0483255,528.3430000000001,0.0914662
ballerina/http/Client#get#http://postman-echo.com,0.1481869999999999,541.326,0.273748
ballerina/http/Client#get#http://postman-echo.com,0.0609138,393.716,0.154715
ballerina/http/Client#get#http://postman-echo.com,0.0375123,571.65,0.0656211
ballerina/http/Client#get#http://postman-echo.com,0.59715,258.466,2.31036
ballerina/http/Client#get#http://postman-echo.com,0.951232,252.296,3.7703
ballerina/http/Client#get#http://postman-echo.com,0.930742,252.868,3.68074
ballerina/http/Client#get#http://postman-echo.com,0.942288,249.223,3.7809
ballerina/http/Client#get#http://postman-echo.com,0.908122,246.364,3.6861
ballerina/http/Client#get#http://postman-echo.com,0.965759,243.937,3.95906
ballerina/http/Client#get#http://postman-echo.com,0.915458,235.868,3.88123
ballerina/http/Client#get#http://postman-echo.com,0.933558,241.348,3.8681
ballerina/http/Client#get#http://postman-echo.com,0.942459,256.696,3.6715
ballerina/http/Client#get#http://postman-echo.com,0.531433,237.758,2.23518
ballerina/http/Client#get#http://postman-echo.com,0.1070579999999999,369.242,0.289939
ballerina/http/Client#get#http://postman-echo.com,0.0543422,631.565,0.0860437
ballerina/http/Client#get#http://postman-echo.com,0.0774817,364.319,0.212675
ballerina/http/Client#get#http://postman-echo.com,0.412606,235.575,1.75148
ballerina/http/Client#get#http://postman-echo.com,0.966612,218.606,4.42171
ballerina/http/Client#get#http://postman-echo.com,0.319324,202.564,1.57641
ballerina/http/Client#get#http://postman-echo.com,41.2589,253.99400000000003,162.44
ballerina/http/Client#get#http://postman-echo.com,12.1406,396.05,30.6542
ballerina/http/Client#get#http://postman-echo.com,4.34951,333.592,13.0384
ballerina/http/Client#get#http://postman-echo.com,87.7899,222.665,394.269
ballerina/http/Client#get#http://postman-echo.com,75.4198,246.365,306.13
ballerina/http/Client#get#http://postman-echo.com,0.2378019999999999,2448.88,0.0971062
ballerina/http/Client#get#http://postman-echo.com,3.4932300000000005,276.23400000000004,12.6459
ballerina/http/Client#get#http://postman-echo.com,80.2326,243.301,329.767
ballerina/http/Client#get#http://postman-echo.com,70.7866,281.107,251.813
ballerina/http/Client#get#http://postman-echo.com,1197.25,3313.14,361.36300000000006
ballerina/http/Client#get#http://postman-echo.com,934.985,2322.96,402.497
ballerina/http/Client#get#http://postman-echo.com,233.96400000000003,1216.8,192.278
ballerina/http/Client#get#http://postman-echo.com,41.935,233.477,179.611
ballerina/http/Client#get#http://postman-echo.com,117.745,999.871,117.761
ballerina/http/Client#get#http://postman-echo.com,248.884,464.059,536.32
ballerina/http/Client#get#http://postman-echo.com,432.004,1078.07,400.719
ballerina/http/Client#get#http://postman-echo.com,32.7654,239.02,137.082
ballerina/http/Client#get#http://postman-echo.com,135.11700000000002,706.807,191.165
ballerina/http/Client#get#http://postman-echo.com,292.481,746.799,391.646
ballerina/http/Client#get#http://postman-echo.com,344.483,580.239,593.692
ballerina/http/Client#get#http://postman-echo.com,21.6335,314.561,68.7738
ballerina/http/Client#get#http://postman-echo.com,66.4347,438.946,151.35
ballerina/http/Client#get#http://postman-echo.com,194.789,711.453,273.791
ballerina/http/Client#get#http://postman-echo.com,512.857,769.6110000000001,666.385
ballerina/http/Client#get#http://postman-echo.com,212.902,1104.89,192.691
ballerina/http/Client#get#http://postman-echo.com,123.554,657.9730000000001,187.779
ballerina/http/Client#get#http://postman-echo.com,48.1301,874.308,55.0494
ballerina/http/Client#get#http://postman-echo.com,403.892,797.038,506.741
ballerina/http/Client#get#http://postman-echo.com,508.699,1972.33,257.918
ballerina/http/Client#get#http://postman-echo.com,107.703,469.677,229.314
ballerina/http/Client#get#http://postman-echo.com,94.1534,579.972,162.341
ballerina/http/Client#get#http://postman-echo.com,170.153,433.208,392.775
ballerina/http/Client#get#http://postman-echo.com,633.679,1794.61,353.1
ballerina/http/Client#get#http://postman-echo.com,242.0,817.0319999999999,296.194
ballerina/http/Client#get#http://postman-echo.com,52.4486,298.425,175.75099999999998
ballerina/http/Client#get#http://postman-echo.com,53.1706,556.9169999999999,95.4731
ballerina/http/Client#get#http://postman-echo.com,298.154,581.016,513.159
ballerina/http/Client#get#http://postman-echo.com,795.398,1724.9,461.128
ballerina/http/Client#get#http://postman-echo.com,32.6568,301.402,108.35
ballerina/http/Client#get#http://postman-echo.com,38.1739,316.689,120.541
ballerina/http/Client#get#http://postman-echo.com,475.516,982.801,483.837
ballerina/http/Client#get#http://postman-echo.com,342.983,2536.92,135.197
ballerina/http/Client#get#http://postman-echo.com,134.201,471.722,284.491
ballerina/http/Client#get#http://postman-echo.com,173.69,671.6569999999999,258.599
ballerina/http/Client#get#http://postman-echo.com,438.087,1923.79,227.721
ballerina/http/Client#get#http://postman-echo.com,171.549,404.487,424.114
ballerina/http/Client#get#http://postman-echo.com,19.8797,234.985,84.6001
ballerina/http/Client#get#http://postman-echo.com,380.894,797.875,477.386
ballerina/http/Client#get#http://postman-echo.com,44.0956,5025.95,8.773589999999999
ballerina/http/Client#get#http://postman-echo.com,170.43599999999998,353.92400000000004,481.5630000000001
ballerina/http/Client#get#http://postman-echo.com,343.389,2601.33,132.005
ballerina/http/Client#get#http://postman-echo.com,220.718,447.649,493.06
ballerina/http/Client#get#http://postman-echo.com,90.0258,343.676,261.95
ballerina/http/Client#get#http://postman-echo.com,12.2134,242.018,50.4648
ballerina/http/Client#get#http://postman-echo.com,304.053,1109.15,274.131
ballerina/http/Client#get#http://postman-echo.com,326.755,449.741,726.539
ballerina/http/Client#get#http://postman-echo.com,50.5508,309.064,163.561
ballerina/http/Client#get#http://postman-echo.com,59.8,343.215,174.235
ballerina/http/Client#get#http://postman-echo.com,2.57616,227.11,11.3432
ballerina/http/Client#get#http://postman-echo.com,268.672,375.0,716.461
ballerina/http/Client#get#http://postman-echo.com,66.6221,773.818,86.0952
ballerina/http/Client#get#http://postman-echo.com,12.5177,811.8639999999999,15.4185
ballerina/http/Client#get#http://postman-echo.com,332.472,636.544,522.308
ballerina/http/Client#get#http://postman-echo.com,681.188,948.807,717.941
ballerina/http/Client#get#http://postman-echo.com,858.68,2797.35,306.961
ballerina/http/Client#get#http://postman-echo.com,33.3273,332.69199999999995,100.175
ballerina/http/Client#get#http://postman-echo.com,444.6830000000001,1287.34,345.427
ballerina/http/Client#get#http://postman-echo.com,662.336,958.335,691.132
ballerina/http/Client#get#http://postman-echo.com,251.462,1197.67,209.959
ballerina/http/Client#get#http://postman-echo.com,42.9769,351.45300000000003,122.283
ballerina/http/Client#get#http://postman-echo.com,225.023,826.441,272.279
ballerina/http/Client#get#http://postman-echo.com,596.636,755.841,789.367
ballerina/http/Client#get#http://postman-echo.com,693.515,1836.79,377.569
ballerina/http/Client#get#http://postman-echo.com,53.6419,269.593,198.974
ballerina/http/Client#get#http://postman-echo.com,110.609,699.13,158.209
ballerina/http/Client#get#http://postman-echo.com,464.435,1078.04,430.814
ballerina/http/Client#get#http://postman-echo.com,383.449,742.081,516.722
ballerina/http/Client#get#http://postman-echo.com,208.181,891.592,233.493
ballerina/http/Client#get#http://postman-echo.com,18.5948,327.205,56.8292
ballerina/http/Client#get#http://postman-echo.com,109.459,408.888,267.699
ballerina/http/Client#get#http://postman-echo.com,621.849,1620.64,383.705
ballerina/http/Client#get#http://postman-echo.com,521.82,1203.64,433.535
ballerina/http/Client#get#http://postman-echo.com,60.2972,5497.35,10.9684
ballerina/http/Client#get#http://postman-echo.com,78.2515,319.535,244.892
ballerina/http/Client#get#http://postman-echo.com,286.182,637.556,448.8730000000001
ballerina/http/Client#get#http://postman-echo.com,352.55,747.472,471.656
ballerina/http/Client#get#http://postman-echo.com,41.5542,246.371,168.665
ballerina/http/Client#get#http://postman-echo.com,24.6364,3507.4,7.02412
ballerina/http/Client#get#http://postman-echo.com,16.0405,229.76,69.8142
ballerina/http/Client#get#http://postman-echo.com,45.4033,219.46,206.887
ballerina/http/Client#get#http://postman-echo.com,44.1906,270.71,163.24
ballerina/http/Client#get#http://postman-echo.com,44.3055,242.693,182.558
ballerina/http/Client#get#http://postman-echo.com,44.063,233.678,188.563
ballerina/http/Client#get#http://postman-echo.com,45.167,239.784,188.365
ballerina/http/Client#get#http://postman-echo.com,44.7415,239.101,187.124
ballerina/http/Client#get#http://postman-echo.com,44.4644,212.551,209.194
ballerina/http/Client#get#http://postman-echo.com,44.6725,213.679,209.063
ballerina/http/Client#get#http://postman-echo.com,44.1468,242.129,182.327
ballerina/http/Client#get#http://postman-echo.com,45.7073,222.807,205.143
ballerina/http/Client#get#http://postman-echo.com,45.2365,213.252,212.127
ballerina/http/Client#get#http://postman-echo.com,44.0113,223.358,197.043
ballerina/http/Client#get#http://postman-echo.com,45.248000000000005,212.807,212.625
ballerina/http/Client#get#http://postman-echo.com,44.9542,227.179,197.88
ballerina/http/Client#get#http://postman-echo.com,45.4034,216.623,209.596
ballerina/http/Client#get#http://postman-echo.com,45.9068,246.032,186.58900000000003
ballerina/http/Client#get#http://postman-echo.com,45.1532,213.861,211.134
ballerina/http/Client#get#http://postman-echo.com,44.9891,213.429,210.792
ballerina/http/Client#get#http://postman-echo.com,45.1112,229.393,196.654
ballerina/http/Client#get#http://postman-echo.com,45.3283,218.028,207.902
ballerina/http/Client#get#http://postman-echo.com,45.2791,223.24,202.827
ballerina/http/Client#get#http://postman-echo.com,45.4934,214.711,211.883
ballerina/http/Client#get#http://postman-echo.com,45.2352,213.337,212.036
ballerina/http/Client#get#http://postman-echo.com,45.11600000000001,216.548,208.341
ballerina/http/Client#get#http://postman-echo.com,45.5734,213.551,213.408
ballerina/http/Client#get#http://postman-echo.com,45.1591,219.087,206.125
ballerina/http/Client#get#http://postman-echo.com,45.3655,216.929,209.127
ballerina/http/Client#get#http://postman-echo.com,45.4457,213.157,213.203
ballerina/http/Client#get#http://postman-echo.com,29.2224,213.699,136.746
ballerina/http/Client#get#http://postman-echo.com,83.2323,381.987,217.893
ballerina/http/Client#get#http://postman-echo.com,282.752,564.794,500.629
ballerina/http/Client#get#http://postman-echo.com,569.888,829.967,686.64
ballerina/http/Client#get#http://postman-echo.com,196.155,638.742,307.096
ballerina/http/Client#get#http://postman-echo.com,111.609,346.228,322.355
ballerina/http/Client#get#http://postman-echo.com,137.562,300.186,458.256
ballerina/http/Client#get#http://postman-echo.com,51.1797,330.50300000000004,154.85399999999998
ballerina/http/Client#get#http://postman-echo.com,251.93400000000003,402.027,626.659
ballerina/http/Client#get#http://postman-echo.com,374.198,799.2080000000001,468.211
ballerina/http/Client#get#http://postman-echo.com,320.243,813.865,393.484
ballerina/http/Client#get#http://postman-echo.com,69.1901,258.449,267.713
ballerina/http/Client#get#http://postman-echo.com,368.253,683.0989999999999,539.0930000000001
ballerina/http/Client#get#http://postman-echo.com,124.816,450.657,276.965
ballerina/http/Client#get#http://postman-echo.com,197.704,391.256,505.307
ballerina/http/Client#get#http://postman-echo.com,99.4957,570.0980000000001,174.524
ballerina/http/Client#get#http://postman-echo.com,329.167,422.828,778.488
ballerina/http/Client#get#http://postman-echo.com,70.8657,438.767,161.511
ballerina/http/Client#get#http://postman-echo.com,340.64,590.942,576.437
ballerina/http/Client#get#http://postman-echo.com,97.2699,540.184,180.06799999999998
ballerina/http/Client#get#http://postman-echo.com,441.054,710.107,621.109
ballerina/http/Client#get#http://postman-echo.com,47.5337,304.75,155.976
ballerina/http/Client#get#http://postman-echo.com,167.55700000000002,363.609,460.815
ballerina/http/Client#get#http://postman-echo.com,376.024,1126.74,333.726
ballerina/http/Client#get#http://postman-echo.com,400.582,831.745,481.616
ballerina/http/Client#get#http://postman-echo.com,51.2358,355.13699999999994,144.27
ballerina/http/Client#get#http://postman-echo.com,412.744,598.986,689.071
ballerina/http/Client#get#http://postman-echo.com,62.6737,292.222,214.473
ballerina/http/Client#get#http://postman-echo.com,203.973,348.67400000000004,584.995
ballerina/http/Client#get#http://postman-echo.com,33.2761,246.799,134.83
ballerina/http/Client#get#http://postman-echo.com,0.0557557,573.224,0.0972668
ballerina/http/Client#get#http://postman-echo.com,0.0490870999999999,568.526,0.0863409
ballerina/http/Client#get#http://postman-echo.com,0.0504841,577.0830000000001,0.0874814
ballerina/http/Client#get#http://postman-echo.com,0.0365656,558.32,0.0654922
ballerina/http/Client#get#http://postman-echo.com,0.0336339,562.931,0.0597479
ballerina/http/Client#get#http://postman-echo.com,0.0186607,600.073,0.0310973999999999
ballerina/http/Client#get#http://postman-echo.com,0.0515224,416.25,0.123778
ballerina/http/Client#get#http://www.mocky.io,0.615527,2102.64,0.29274
ballerina/http/Client#get#http://www.mocky.io,0.474305,1655.8,0.286451
ballerina/http/Client#get#http://www.mocky.io,0.455105,1413.1,0.322061
ballerina/http/Client#get#http://www.mocky.io,0.419116,1505.05,0.278474
ballerina/http/Client#get#http://www.mocky.io,0.456485,1394.11,0.327439
ballerina/http/Client#get#http://www.mocky.io,0.3950869999999999,1310.9,0.301386
ballerina/http/Client#get#http://www.mocky.io,0.457502,1396.75,0.327547
ballerina/http/Client#get#http://www.mocky.io,0.43625,1300.02,0.33557
ballerina/http/Client#get#http://www.mocky.io,0.364179,1000.4,0.364033
ballerina/http/Client#get#http://www.mocky.io,0.37265,1293.84,0.288018
ballerina/http/Client#get#http://www.mocky.io,0.43681,1201.66,0.363504
ballerina/http/Client#get#http://www.mocky.io,0.4313109999999999,1079.14,0.39968
ballerina/http/Client#get#http://www.mocky.io,0.4362939999999999,1310.19,0.3329999999999999
ballerina/http/Client#get#http://www.mocky.io,0.4208229999999999,1282.67,0.328084
ballerina/http/Client#get#http://www.mocky.io,0.414862,1174.47,0.353232
ballerina/http/Client#get#http://www.mocky.io,0.303404,1006.69,0.301386
ballerina/http/Client#get#http://www.mocky.io,0.380967,1408.05,0.270563
ballerina/http/Client#get#http://www.mocky.io,0.4286569999999999,1391.42,0.308071
ballerina/http/Client#get#http://www.mocky.io,0.4331689999999999,1199.88,0.361011
ballerina/http/Client#get#http://www.mocky.io,0.442997,1286.02,0.344471
ballerina/http/Client#get#http://www.mocky.io,0.42877,1607.89,0.266667
ballerina/http/Client#get#http://www.mocky.io,0.4099279999999999,1186.74,0.345423
ballerina/http/Client#get#http://www.mocky.io,0.466801,1507.3,0.309693
ballerina/http/Client#get#http://www.mocky.io,0.2837469999999999,1095.55,0.259
ballerina/http/Client#get#http://www.mocky.io,0.462325,1484.99,0.311332
ballerina/http/Client#get#http://www.mocky.io,0.4511229999999999,1282.54,0.3517409999999999
ballerina/http/Client#get#http://www.mocky.io,0.334461,1290.35,0.259202
ballerina/http/Client#get#http://www.mocky.io,0.3703599999999999,1118.12,0.331235
ballerina/http/Client#get#http://www.mocky.io,0.397917,1103.82,0.36049
ballerina/http/Client#get#http://www.mocky.io,0.437939,1296.74,0.3377239999999999
ballerina/http/Client#get#http://www.mocky.io,0.368399,1021.2,0.36075
ballerina/http/Client#get#http://www.mocky.io,0.4831789999999999,1796.94,0.268889
ballerina/http/Client#get#http://www.mocky.io,0.4486279999999999,1779.71,0.25208
